frame_id,roi_id,cls,x,y,z,w,h,l,roll,pitch,yaw
0,0,0,0.4365815260886469,21.768514428344588,1.5677988323014556,0.872,1.719,0.903,0.02130343931947457,-0.010698702130023021,-1.5613321854212867
0,1,0,-0.10210050061811704,28.75439577581864,1.7078790704422238,0.8029999999999999,1.78,0.87,0.02130343931947457,-0.010698702130023021,1.5693870669268482
1,0,0,4.60492532096708,16.144281092002558,1.5658815304244218,0.934,1.835,0.8909999999999999,0.024328217630646038,-0.01380815983882403,0.08555819643088232
2,0,0,0.7388958831200456,16.219126349278213,1.4831480890270454,0.934,1.835,0.8909999999999999,0.022648728981969044,-0.008681276590660194,0.07884678566805592
3,0,0,-2.4949245231448782,16.34520063990314,1.3911044921254625,0.934,1.835,0.8909999999999999,0.019672287299529488,-0.01596415771377596,0.059008469667811675
3,1,0,0.6510870264372692,4.197377501646003,2.388716306169431,0.708,1.6159999999999999,0.863,0.019672287299529488,-0.015964157713775958,0.31147034598128004
4,0,0,-5.70667782528509,16.47429013328707,1.3426219653709124,0.934,1.835,0.8909999999999999,0.01846194032272322,-0.0124097925983164,0.04554700949334736
4,1,0,-3.27397846650908,4.3158263956100775,2.334617111228122,0.708,1.6159999999999999,0.863,0.01846194032272322,-0.012409792598316404,0.7081612600254785
4,2,0,0.3717111338697717,2.3774638707875,0.8777166135778262,0.634,1.7519999999999998,0.618,0.01846194032272322,-0.012409792598316404,1.9532966016815143
4,3,1,0.0494104488189698,2.7012296680004417,0.6126279926019317,0.599,1.265,0.835,0.018461940322723226,-0.012409792598316404,0.006294554619234574
5,0,0,-8.28310182925146,16.642930305508788,1.3161554292536426,0.934,1.835,0.8909999999999999,0.01997910896445466,-0.015177179938333746,0.030513389224469306
5,1,3,-4.39354643413356,4.473492597456254,1.746230653067953,2.877,3.595,10.201,0.019979108964454657,-0.015177179938333743,-0.00807584051965821
6,0,0,-11.12155461085622,16.815904374926408,1.3906394464558562,0.934,1.835,0.8909999999999999,0.02348829366793061,-0.010226875877483308,0.014088168820199204
6,1,3,-8.101326361406612,4.5299728076816415,1.7471094258452196,2.877,3.595,10.201,0.023488293667930614,-0.010226875877483308,-0.015774414663956626
7,0,0,-14.11889486609725,16.934779976634267,1.4067190859901115,0.934,1.835,0.8909999999999999,0.026978099411117548,-0.014853712445168978,0.009051643583092824
8,0,0,-16.742938580351687,17.12387306659368,1.4106356292649762,0.934,1.835,0.8909999999999999,0.022277199406610413,-0.01004659494867469,-0.06996605577863771
9,0,0,-19.23574781786328,17.215560356523053,1.2914769858574622,0.934,1.835,0.8909999999999999,0.018000089858666312,-0.011211590539356834,-0.07839076342279809
15,0,0,-26.755684318308955,23.44733321752512,1.9415118981364703,0.934,1.835,0.8909999999999999,0.03648445688439758,-0.004188397252946733,-0.3576865279313234
16,0,0,-26.22536694371364,25.634578503007997,2.155679338263345,0.934,1.835,0.8909999999999999,0.037848314819708864,-0.0004903112958515528,-0.4524547945177987
17,0,0,-25.36358571957197,27.719775812793408,2.1750518275951407,0.934,1.835,0.8909999999999999,0.0352140352629923,3.075137606712247e-05,-0.5481145731465867
17,1,0,2.2395393823003005,8.622070404903187,1.4623928882474182,0.674,1.757,0.9940000000000001,0.0352140352629923,3.07513760671242e-05,-1.795955175149473
