frame_id,roi_id,cls,x,y,z,w,h,l,roll,pitch,yaw
0,0,1,60.51077185635114,-18.260666962516794,0.8000000000000003,0.621,1.642,0.669,0.0,0.0,1.5555657019718965
0,1,1,37.04818992501941,-20.899930896938567,0.8650000000000002,0.775,1.711,0.769,-0.0,0.0,-0.04657673819617235
0,2,14,65.42010626531507,-37.19254419804108,0.6020000000000001,2.011,1.573,4.633,0.0,0.0,1.5202751444968379
0,3,1,33.16023650609938,-25.270933437810516,0.9380000000000002,0.752,1.637,0.819,0.0,0.0,3.054175210901523
0,4,9,-14.470512635875638,-6.648596522851496,0.6560000000000001,0.427,0.794,0.359,-0.0,0.0,-0.10186876890326406
0,5,11,61.81515047247743,-18.411147611746262,0.6720000000000002,0.689,1.709,1.77,0.0,0.0,1.7218083132185076
0,6,1,39.30694714362337,-20.314216950200063,0.8330000000000002,0.661,1.839,0.703,-0.0,0.0,-0.06914384542328898
0,7,14,-18.604101380264517,-9.166294100453253,1.0100000000000002,1.837,1.631,4.32,0.0,0.0,3.019547878530065
0,8,1,60.30168953177229,6.256780999731438,0.5130000000000001,0.648,1.609,0.709,-0.0,0.0,-1.2610640981984307
0,9,6,26.50196283932926,-7.782424302426927,0.4870000000000001,1.977,1.149,0.703,0.0,-0.0,1.5047940740291537
0,10,6,-8.266016211588676,-6.006783371684117,0.7330000000000001,1.91,1.055,0.555,0.0,-0.0,1.5175175242812018
0,11,1,-13.986012062420905,1.344352694697874,0.9940000000000002,1.019,1.67,0.915,-0.0,0.0,-1.6054001063182435
0,12,1,8.187233006787563,16.118762094089224,1.1090000000000002,0.934,1.835,0.891,0.0,-0.0,0.056484954137287074
0,13,1,53.233807071935026,-39.25734175940695,0.8200000000000002,0.8,1.835,0.908,0.0,0.0,1.556263833669774
0,14,1,0.44259649941524515,21.79711179877249,1.0990000000000002,0.872,1.719,0.903,-0.0,0.0,-1.5612956361221038
0,15,6,28.525760200005294,-7.8810815014582865,0.4910000000000001,1.964,1.131,0.694,0.0,-0.0,1.5399799117470219
0,16,14,35.9654682054364,-5.879601350688777,0.7410000000000001,1.708,1.631,4.01,-0.0,0.0,-0.06664802459012781
0,17,1,62.196913618206565,-19.230710239348944,0.6420000000000001,0.79,1.725,0.741,0.0,0.0,1.6253788720516702
0,18,18,16.211174378641378,4.569167734932959,1.6230000000000004,2.877,3.595,10.201,0.0,-0.0,0.026622370653131323
0,19,14,78.63879566761274,8.472594972726604,1.0340000000000003,2.135,2.17,4.956,-0.0,0.0,-1.6248779807868483
0,20,1,64.3169193821437,2.434947114188141,1.0130000000000001,0.767,1.835,0.951,-0.0,0.0,-0.1337559343352957
0,21,6,43.242361357228575,-9.419858411609761,0.5080000000000001,1.967,0.962,0.704,0.0,-0.0,1.5621106866632197
0,22,6,32.4897473767213,-8.045248071840687,0.4700000000000001,2.06,1.1,0.759,0.0,-0.0,1.5050733267071361
0,23,6,20.330142622561077,-8.579512259864284,0.4280000000000001,1.993,1.245,0.744,0.0,-0.0,1.5432611307103452
0,24,9,10.418076679711126,-6.856970897634406,0.4820000000000001,0.476,0.72,0.461,0.0,0.0,0.7489617881383881
0,25,6,16.458664717736248,-7.0374734041759,0.5470000000000002,1.969,1.092,0.716,0.0,-0.0,1.528931977599592
0,26,13,-52.86209759489093,-8.101185017475249,2.3510000000000004,2.909,3.558,6.908,-0.0,0.0,-3.131481097681495
0,27,1,-0.09640383529797347,28.784372251852755,1.0960000000000003,0.803,1.78,0.87,0.0,0.0,1.5694236162260322
0,28,1,-17.291833618592484,-36.81225399193966,1.8800000000000003,0.842,1.749,0.884,0.0,0.0,0.8810133993514598
0,29,6,45.236041270121625,-9.445420198069334,0.5420000000000001,1.99,0.921,0.726,0.0,-0.0,1.538636008222611
0,30,1,14.068664615419534,4.3449002283722065,2.2950000000000004,0.708,1.616,0.863,0.0,-0.0,0.3351267692306694
0,31,1,36.8703944547321,-20.067057094525914,0.8300000000000002,0.734,1.821,0.775,-0.0,0.0,-0.06856788676718555
0,32,6,18.24742629962889,-8.48870081679764,0.46600000000000014,2.069,1.088,0.712,0.0,-0.0,1.5083545456704603
0,33,1,43.14601954549447,-20.62242969035249,0.7800000000000002,0.733,1.695,0.746,-0.0,0.0,-0.15555509668782522
0,34,1,-14.726331350311611,1.6386320721218937,0.9440000000000002,0.913,1.697,0.873,-0.0,0.0,-1.6403066913581306
0,35,6,36.72506151804083,-9.099488615710182,0.4100000000000001,2.05,1.081,0.693,0.0,-0.0,1.5589865472684719
0,36,14,41.29156228802978,-3.1912608173183177,0.6150000000000001,1.847,1.526,4.115,-0.0,0.0,-0.06575790665932116
0,37,6,34.55014165060122,-8.130426919936317,0.5020000000000001,1.977,1.144,0.764,0.0,-0.0,1.5574332042669647
0,38,6,47.251152906279046,-9.488664779498016,0.5310000000000001,1.842,0.885,0.677,0.0,-0.0,1.5560893007425551
0,39,1,-8.348433606452845,-13.754673172979995,0.8620000000000002,0.793,1.604,1.0,0.0,0.0,1.7695779748472222
0,40,14,66.02079447772047,-29.364608411930043,0.5850000000000001,1.939,1.736,4.819,0.0,0.0,1.5202751444968379
0,41,6,12.359795361156754,-6.941099145712345,0.5940000000000001,2.073,1.078,0.633,0.0,-0.0,1.5686382180356506
0,42,6,24.50794883085421,-7.65468185057434,0.5100000000000001,1.945,1.11,0.649,0.0,-0.0,1.4873407815092115
0,43,15,70.884492871948,12.530772907852603,1.7880000000000005,3.016,2.916,3.992,-0.0,0.0,-1.6248779807868483
0,44,6,18.465818380301034,-7.140129017040672,0.5600000000000002,1.964,1.104,0.72,0.0,-0.0,1.499243927037212
0,45,14,71.98124218623161,-37.68112932599652,0.6200000000000001,1.972,1.581,4.698,0.0,0.0,1.5441861552058487
0,46,1,62.85276754815992,0.7767648542895422,0.8180000000000002,0.759,1.916,0.837,-0.0,0.0,-0.11630264181535198
0,47,1,42.95552970764922,-21.546182158104386,0.6060000000000001,0.739,1.766,0.771,-0.0,0.0,-0.14632230494381
0,48,1,68.35422154875356,2.060138875902947,0.9530000000000002,0.694,1.807,0.902,-0.0,0.0,-0.14330288533758814
0,49,9,-9.429896157304352,-5.9079275576878505,0.6420000000000001,0.336,0.693,0.332,0.0,0.0,1.4978302103044772
0,50,1,38.6071038065766,-20.63910047331452,0.7830000000000003,0.751,1.706,0.807,-0.0,0.0,-0.12150372298311733
0,51,1,61.44206670028567,-1.1856935829280886,0.7070000000000001,0.777,1.757,0.958,-0.0,0.0,-1.5972668719972263
0,52,18,46.74067928415507,-6.57771825283087,0.9800000000000002,1.787,2.059,4.535,-0.0,0.0,-0.08321119917926525
0,53,1,-12.695407799353271,3.841235879020073,1.1100000000000003,0.942,1.937,1.04,-0.0,0.0,-1.5181336437185267
0,54,1,63.25996691590467,-20.887401727301068,0.7430000000000001,0.687,1.73,0.716,0.0,-0.0,0.08395643656666452
0,55,1,-30.79473774068713,-34.62507172483924,1.9570000000000005,0.9,1.827,0.956,-0.0,0.0,-1.1421875833391848
0,56,1,64.1017547657103,1.6736789696850458,0.8800000000000002,0.728,2.0,0.858,-0.0,0.0,-0.06394276425552253
0,57,1,-10.230810826336313,-30.808005985133192,1.6130000000000004,0.767,1.809,0.872,-0.0,0.0,-2.118282560315679
0,58,1,17.7873646133161,2.578219633119224,0.7290000000000001,0.634,1.752,0.618,0.0,0.0,1.876968083725737
