frame_id,roi_id,cls,x,y,z,w,h,l,roll,pitch,yaw
0,0,0,8.574577873641006,16.086265374546215,1.5349781257466304,0.934,1.835,0.8909999999999999,0.02138757859237367,-0.00951118644910243,0.05650368878827167
0,1,3,16.593484004957258,4.5268387497498965,1.878142172654315,2.877,3.595,10.201,0.02138757859237366,-0.009511186449102428,0.026641105304116
1,0,0,4.973231252135171,16.14336461410781,1.5859259170246358,0.934,1.835,0.8909999999999999,0.025479019795420086,-0.01307801849003812,0.08607625870406391
1,1,3,12.110559578489239,4.480519418805686,1.896292333124675,2.877,3.595,10.201,0.025479019795420086,-0.01307801849003812,0.02130709018002198
1,2,0,9.947246489632226,4.237744917746339,2.534078364027399,0.708,1.6159999999999999,0.863,0.025479019795420083,-0.013078018490038118,0.32981148875756
2,0,3,7.348553428202587,4.447368587941494,1.8022841203744824,2.877,3.595,10.201,0.023235300143214583,-0.010258202013133329,0.0139357206396456
2,1,0,5.174316861309703,4.208286383816752,2.4466342199759628,0.708,1.6159999999999999,0.863,0.023235300143214573,-0.010258202013133329,0.3224401192171838
3,0,3,70.73549240557307,29.23795577996499,3.7215611324839375,2.508,3.236,6.452000000000001,0.019147226408308,-0.01532128721864012,-1.6483166571165178
3,1,0,4.657831490193076,2.3497355894218463,0.8956133380423453,0.634,1.7519999999999998,0.618,0.019147226408308,-0.01532128721864012,1.7488096522764067
3,2,1,4.494451042922553,2.700930030679808,0.6577619266965202,0.599,1.265,0.835,0.019147226408308,-0.01532128721864012,0.011247115453447544
4,0,3,66.8050845495323,28.943617446540962,3.4832668522488976,2.508,3.236,6.452000000000001,0.019245144211520127,-0.012340830930038824,-1.6527912775537263
4,1,5,44.05007222008104,18.672193276195948,1.9644135349818856,0.8440000000000001,1.3359999999999999,2.229,0.019245144211520127,-0.012340830930038824,-2.194907996499674
5,0,3,63.47786672247193,28.58649643851788,3.6515096452487383,2.508,3.236,6.452000000000001,0.019364722841645428,-0.015311871528099144,-1.6586540059452677
5,1,5,40.66726667390228,18.450688425302328,2.0415179237081933,0.8440000000000001,1.3359999999999999,2.229,0.019364722841645424,-0.015311871528099144,-2.200770724891215
6,0,3,59.970553932153436,28.101326957838243,3.3993829923935386,2.508,3.236,6.452000000000001,0.0224361732050485,-0.010337693796199896,-1.666683805063892
6,1,5,37.07256086398001,18.152096970218068,1.8520106702550625,0.8440000000000001,1.3359999999999999,2.229,0.022436173205048496,-0.010337693796199893,-2.20880052400984
7,0,3,56.111551398266755,27.77805986699419,3.7621867577857895,2.508,3.236,6.452000000000001,0.027373084831486403,-0.014759962070104075,-1.6722652416339268
7,1,5,33.16464294522528,17.96802070821166,2.0432041659931635,0.8440000000000001,1.3359999999999999,2.229,0.0273730848314864,-0.014759962070104072,-2.2143819605798742
7,2,1,51.468340447267934,30.08675143225211,2.3961763914157164,0.435,0.706,0.451,0.027373084831486403,-0.014759962070104075,-1.6545501497095858
8,0,3,52.86381729488032,27.32516867646235,3.4006089326359312,2.508,3.236,6.452000000000001,0.022739439521535725,-0.011014481505991372,-1.6812190883604872
8,1,5,29.82447275735836,17.711581241988977,1.8047627868275289,0.8440000000000001,1.3359999999999999,2.229,0.022739439521535718,-0.011014481505991372,-2.223335807306435
8,2,1,48.185299647029936,29.543640226238388,2.0900996417164595,0.435,0.706,0.451,0.022739439521535725,-0.011014481505991377,-1.663503996436147
9,0,3,49.682110279854435,26.98951798547533,3.2677263052099614,2.508,3.236,6.452000000000001,0.017848215601115845,-0.011379318026721343,-1.6885917120099505
9,1,5,26.572899949625768,17.538796038708675,1.7017554887016495,0.8440000000000001,1.3359999999999999,2.229,0.017848215601115842,-0.01137931802672134,-2.230708430955897
9,2,1,44.988007516527816,29.289221592486516,1.9370544571462425,0.435,0.706,0.451,0.01784821560111585,-0.011379318026721348,-1.6708766200856102
9,3,0,18.626227433348912,16.50730609022913,1.8979655935241515,0.674,1.757,0.9940000000000001,0.017848215601115842,-0.011379318026721343,-0.8012837735701742
9,4,3,48.33167417840527,15.6964522683655,3.1297913751143036,2.853,3.608,10.107000000000001,0.017848215601115845,-0.011379318026721343,-1.6711384194900067
10,0,3,47.05617513563917,26.50388446242666,3.188174058104127,2.508,3.236,6.452000000000001,0.01680904411881962,-0.010585122126943377,-1.6990504324061368
10,1,5,23.848142524659902,17.293773973431627,1.6414164467683363,0.8440000000000001,1.3359999999999999,2.229,0.01680904411881962,-0.010585122126943377,-2.241167151352085
10,2,1,42.352286615976574,28.904416651945482,1.8514665352448745,0.435,0.706,0.451,0.016809044118819626,-0.010585122126943378,-1.6813353404817966
10,3,0,21.89076689254957,9.525141474755532,1.394079156143052,0.69,1.73,0.7609999999999999,0.016809044118819626,-0.01058512212694338,3.135825754915942
10,4,0,16.29508984976557,15.859195915294995,1.8143906800657232,0.674,1.757,0.9940000000000001,0.01680904411881962,-0.010585122126943378,-0.9164622490860204
10,5,3,45.588008667219746,15.225818537679366,3.0380500491589206,2.853,3.608,10.107000000000001,0.016809044118819626,-0.01058512212694338,-1.6815971398861935
10,6,1,41.20157703236704,19.640164629127632,1.5805257448403578,0.392,0.69,0.451,0.01680904411881962,-0.010585122126943378,-0.9832036396840638
11,0,3,44.44940957519514,25.511114575805397,3.5470296108287287,2.508,3.236,6.452000000000001,0.018356575936246376,-0.017272234706262112,-1.7210473149081935
11,1,5,21.05464449182285,16.820198466848307,1.7839071304282368,0.8440000000000001,1.3359999999999999,2.229,0.01835657593624637,-0.017272234706262102,-2.263164033854141
11,2,1,39.77844110403487,28.072365199112745,2.1349131899790192,0.435,0.706,0.451,0.018356575936246376,-0.01727223470626211,-1.7033322229838532
11,3,0,18.919866392532786,9.102230824227476,1.5213067986530957,0.69,1.73,0.7609999999999999,0.01835657593624637,-0.01727223470626211,3.113828872413885
11,4,0,13.833896636457169,15.046338906851739,1.8236522010770204,0.674,1.757,0.9940000000000001,0.01835657593624637,-0.01727223470626211,-1.1828052268672833
11,5,3,42.734461229634135,14.269768744002445,3.3000213885713654,2.853,3.608,10.107000000000001,0.018356575936246376,-0.01727223470626211,-1.70359402238825
11,6,1,38.44505004911538,18.803813140731922,1.878698366550508,0.392,0.69,0.451,0.018356575936246376,-0.01727223470626211,-1.0052005221861202
12,0,3,42.348368161807365,23.921419881021624,3.691320120291442,2.508,3.236,6.452000000000001,0.029258170713780767,-0.014466947722368829,-1.7573370924815757
12,1,5,18.648450684905914,16.104004143835912,1.902847369573128,0.8440000000000001,1.3359999999999999,2.229,0.029258170713780767,-0.014466947722368829,-2.2994538114275227
12,2,0,16.74265746573493,33.02489124967624,3.0988660806172863,0.9790000000000001,1.89,0.995,0.029258170713780774,-0.014466947722368829,-2.157366557016228
12,3,1,37.739426177962066,26.722449236056605,2.2758239734299224,0.435,0.706,0.451,0.029258170713780767,-0.014466947722368829,-1.7396220005572354
12,4,0,16.227386691714777,8.47909322651448,1.5355918130662305,0.69,1.73,0.7609999999999999,0.029258170713780767,-0.01446694772236883,3.0775390948405037
12,5,0,11.501518698411035,14.008821782451436,1.9181788064708685,0.674,1.757,0.9940000000000001,0.029258170713780767,-0.01446694772236883,-1.3063614670403825
12,6,1,27.03499983329851,10.731771698186815,1.4667958456523635,1.9909999999999999,1.079,0.59,0.029258170713780764,-0.014466947722368825,2.9372320762586845
12,7,3,40.22750164859751,12.755036863185651,3.255779614564865,2.853,3.608,10.107000000000001,0.029258170713780764,-0.01446694772236883,-1.7398837999616323
12,8,1,29.71917229637808,24.892016441601363,1.771989218854365,0.49200000000000005,0.789,0.499,0.029258170713780767,-0.014466947722368829,-1.72218616134407
12,9,1,36.090309090940266,17.47835688022798,1.9573991782242632,0.392,0.69,0.451,0.029258170713780767,-0.014466947722368834,-1.0414902997595028
13,0,3,40.515573009377796,21.942286455271507,4.234251547851925,2.508,3.236,6.452000000000001,0.04229589649687621,-0.021176950810697884,-1.8038497518708665
13,1,5,16.486985045240587,15.266993651616357,2.2079812215652344,0.8440000000000001,1.3359999999999999,2.229,0.042295896496876206,-0.02117695081069788,-2.3459664708168138
